Freq,Zreal,Zimag,Zmod,Zphz
50118.72336272725,1.4829024341079577,1.4029603566577016,2.0413959418585144,43.41323967119328
39810.71705534977,1.3300896859868645,1.1442412202147683,1.7545445399895716,40.70454555946852
31622.776601683792,1.2298797528005485,0.9193121804232615,1.5354931101842526,36.777428879585486
25118.864315095823,1.1663352201942607,0.7295783651757228,1.3757261489112123,32.027239315794645
19952.62314968879,1.1275860772746467,0.5724308059526773,1.2645660873466666,26.915101350874068
15848.93192461114,1.105350778475835,0.4436110991128617,1.1910462420633614,21.867101882880686
12589.254117941662,1.0940823911237854,0.3385286030047629,1.1452588762456706,17.1929999354686
10000.0,1.0901652173617937,0.25289481152163384,1.1191139293387649,13.060378128167116
7943.282347242822,1.0912894477134287,0.1829721982421726,1.1065222474131522,9.518026394940584
6309.573444801937,1.0960055548471033,0.12562717767141365,1.103181926984571,6.538863139450282
5011.872336272725,1.1034213625602793,0.07829412751540943,1.1061955856708987,4.0586646403973825
3981.0717055349733,1.1130013078052696,0.03890601203390806,1.1136810984068208,2.002012926984398
3162.2776601683795,1.1244350253088111,0.00581835382261707,1.124450078652864,0.2964725706498416
2511.886431509582,1.1375514633356845,-0.022261818934424915,1.1377692737631062,-1.1211321115528583
1995.2623149688789,1.152262289168992,-0.04633797031018545,1.1531936483233998,-2.302896060386584
1584.893192461114,1.168523885553215,-0.06717648611764104,1.1704532247789727,-3.2902172165990717
1258.9254117941675,1.1863110880316488,-0.08535056557746584,1.1893774491855928,-4.115122633356875
1000.0,1.2055984210565625,-0.1012771464019879,1.2098448715589143,-4.801897983528923
794.3282347242822,1.2263463428583352,-0.11524848112601893,1.2317497980693433,-5.368723657252484
630.957344480193,1.2484911792755333,-0.1274597811801286,1.2549805658046256,-5.829190795043302
501.18723362727246,1.271938189900178,-0.13803401445142696,1.2794061700930313,-6.193647226530378
398.1071705534973,1.2965576678767428,-0.1470445463983502,1.3048692979587935,-6.470353729504072
316.22776601683796,1.3221841844503779,-0.15453590350933297,1.3311845713815034,-6.66644164859924
251.18864315095797,1.3486190889073075,-0.16054256254436658,1.3581411419118,-6.788667554834472
199.52623149688787,1.3756362045864243,-0.16510538524728183,1.3855088435685265,-6.843965795544798
158.48931924611142,1.4029903793264764,-0.16828517658921183,1.4130470286378696,-6.839807586017193
125.89254117941675,1.4304282302000486,-0.17017287523931113,1.4405150916323153,-6.784385191856337
100.0,1.4577001529926759,-0.17089608372315993,1.467683619676524,-6.686649827116253
79.43282347242814,1.484572522203059,-0.17062196913010858,1.4943451509039631,-6.556239886109738
63.0957344480193,1.5108390328562216,-0.16955693845488923,1.5203236953294248,-6.403340242495207
50.11872336272725,1.53633033370232,-0.1679438292437668,1.5454824567218295,-6.238512751752877
39.810717055349734,1.5609214329125758,-0.16605758219556166,1.56972954368913,-6.0725330130485125
31.622776601683793,1.5845367550876488,-0.16420043541185683,1.5930218175571667,-5.916259945257078
25.118864315095795,1.6071531196363542,-0.16269759645765366,1.6153673445535424,-5.780554255027675
19.952623149688787,1.6288012380185428,-0.16189413686622137,1.636827170022051,-5.67625076403817
15.848931924611142,1.6495665613435373,-0.16215355914722346,1.6575173052028307,-5.6141786707128425
12.589254117941675,1.6695904498171972,-0.16385815162947998,1.6776119229357607,-5.605213301995239
10.0,1.6890727020680878,-0.167410897429539,1.6973488154913106,-5.660332186898946
7.943282347242813,1.7082765036838192,-0.1732383406258599,1.7170381870246842,-5.790636172140953
6.30957344480193,1.7275368508991218,-0.18179340735714816,1.737075822804801,-6.007281285949186
5.011872336272725,1.7472734738683628,-0.19355667821083722,1.75796154115044,-6.321247808825689
3.981071705534969,1.7680091779409275,-0.2090339375963843,1.7803234650900952,-6.742849382804087
3.1622776601683795,1.7903942260893706,-0.22874690657268423,1.8049478197667457,-7.280859920024791
2.5118864315095824,1.815236682904893,-0.2532128431820143,1.8328123086982686,-7.9411188761479625
1.9952623149688788,1.8435371666745108,-0.2829072059247711,1.8651181657134874,-8.724486622538342
1.584893192461114,1.8765236740508204,-0.31820208647581827,1.9033112375832688,-9.62409746892589
1.2589254117941662,1.9156773918839,-0.35927236101123483,1.949075806417413,-10.62204905284338
1.0,1.9627331815976443,-0.40596303951985574,2.0042773090569606,-11.686018652684249
0.7943282347242805,2.019629087279587,-0.45761780756045534,2.070824885880555,-12.766796057668904
0.630957344480193,2.0883704930440348,-0.512883905325291,2.150428147267122,-13.798212398925852
0.5011872336272725,2.1707734766375464,-0.5695350966559422,2.24424323842046,-14.7010701578921
0.3981071705534969,2.2680707136949345,-0.6243898074878504,2.352447107591447,-15.3919940209938
0.31622776601683794,2.3804150544420613,-0.6734298912381917,2.473839859373982,-15.79644158705481
